성별,연령대,총인구수,1인가구수,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 비사용 인구수,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,카카오톡 비사용 인구수,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,cluster
2,55,837.0,59.69,60.87,485.22,818.03,2.29,5264.84,8.22,21.34,-0.08,85.86,13.15,16.37,5.77,1.72,23.16,9.42,686148.14,157159.77,621.69,347.06,6.89,38.31,71.15,135.48,23.18,-0.12,-0.47,8.67,3.67,1.67,6
2,60,593.0,45.86,59.86,491.61,588.11,2.78,5420.0,4.12,16.29,-0.08,78.16,10.67,14.86,4.94,1.38,20.48,8.96,733014.54,162829.91,612.52,336.77,6.17,37.74,51.66,114.64,20.36,-0.11,-0.54,7.11,1.67,0.0,6
2,65,458.0,46.25,65.1,458.48,455.08,1.67,4916.67,5.73,7.29,-0.1,75.84,12.31,13.2,4.25,1.29,18.72,7.99,747652.29,170933.65,532.09,276.81,6.0,35.74,39.73,83.29,18.19,-0.15,-0.58,8.18,1.67,1.67,6
2,70,441.31,43.68,0.0,0.0,433.48,2.22,6238.1,7.1,15.67,-0.14,71.82,8.83,12.71,4.07,1.31,15.57,6.78,815259.88,193114.37,463.03,243.04,5.04,36.5,26.91,57.12,15.29,-0.17,-0.6,9.36,0.0,0.0,5
2,75,895.69,271.38,0.0,0.0,895.69,0.0,3962.96,5.54,161.9,-0.24,64.54,8.74,10.01,3.17,0.62,12.48,6.39,880848.34,205016.96,338.32,180.25,3.95,29.23,18.31,38.11,10.94,-0.4,-0.64,5.78,0.0,1.67,5
1,20,226.0,22.66,69.23,511.79,222.58,1.67,6555.56,7.58,0.0,0.15,47.51,13.97,7.74,3.15,13.34,22.62,8.39,599157.58,180831.82,588.36,317.46,9.89,77.58,105.95,136.44,44.8,0.28,-0.22,18.43,2.0,0.0,0
1,25,193.0,20.34,68.18,538.7,187.49,2.5,6206.35,8.57,5.51,0.22,73.33,9.7,10.77,4.1,15.59,22.62,9.01,593218.1,172553.33,645.5,365.54,9.57,82.58,123.74,151.57,49.38,0.28,-0.31,15.36,2.29,0.0,0
1,30,232.0,33.72,67.67,561.63,219.35,2.22,5759.26,3.64,21.09,0.1,80.88,10.56,13.49,4.78,8.2,22.85,9.32,547569.09,140936.97,762.5,446.97,11.48,63.3,134.57,171.67,45.0,0.04,-0.23,19.59,2.96,1.67,2
1,35,248.0,35.01,59.0,568.38,245.36,3.33,5083.33,3.19,10.55,0.17,58.33,7.11,15.14,5.22,8.88,24.41,10.5,476211.35,139532.26,838.52,420.31,11.27,67.61,164.31,196.55,52.14,0.1,-0.2,19.0,3.61,1.67,2
1,40,398.0,28.5,68.2,557.44,390.89,1.67,4927.54,0.89,21.32,0.13,64.4,6.97,17.86,5.46,6.69,25.46,9.88,487412.73,134591.21,828.53,468.01,10.85,62.0,165.08,214.44,47.27,0.01,-0.27,15.47,2.73,1.67,2
1,45,402.0,26.64,64.34,546.6,399.13,1.67,3531.53,2.86,5.74,0.14,71.39,10.92,19.12,5.9,8.11,27.7,10.55,473341.43,148828.78,1065.89,462.99,10.83,66.83,160.17,209.95,48.83,0.06,-0.31,14.28,2.98,1.67,2
1,50,343.0,29.37,67.2,560.7,338.89,2.5,5711.11,2.99,8.22,0.04,68.81,11.41,19.29,5.94,4.33,26.49,9.59,480726.06,135236.38,937.53,477.11,10.84,55.79,127.55,160.83,39.78,-0.04,-0.35,11.82,2.11,0.0,0
1,55,297.0,27.36,65.97,538.22,292.29,1.67,4104.17,6.35,21.21,-0.01,65.21,13.4,19.26,5.83,3.22,26.31,10.12,533649.33,167452.96,1030.38,497.51,11.08,51.54,107.79,137.59,35.39,-0.06,-0.48,10.0,2.78,0.0,0
1,60,201.0,19.91,75.5,495.74,199.3,1.67,4789.47,3.39,6.81,0.0,65.89,14.32,18.8,6.22,2.34,25.04,10.65,570282.49,150128.77,1037.14,525.93,10.79,48.78,80.29,103.64,28.47,-0.08,-0.55,11.39,2.5,1.67,3
1,65,154.0,27.71,66.19,498.41,154.0,0.0,8000.0,2.41,3.71,-0.04,55.06,7.19,14.81,4.47,2.35,20.56,9.82,616681.93,167025.3,732.03,424.77,10.16,41.98,48.52,77.67,22.8,-0.06,-0.6,13.33,3.33,1.67,3
1,70,121.07,21.24,0.0,0.0,121.07,0.0,3250.0,8.96,14.46,-0.12,41.72,8.67,13.2,3.45,1.34,19.58,8.62,571438.81,143466.67,538.98,298.25,9.79,37.32,32.25,60.28,17.02,-0.2,-0.63,3.33,0.0,0.0,4
1,75,187.93,52.87,0.0,0.0,187.93,0.0,2555.56,0.96,48.79,-0.25,29.56,5.0,8.89,2.69,0.86,12.24,5.81,775842.31,208959.94,325.88,203.13,6.74,32.04,24.37,44.09,18.61,-0.47,-0.66,6.11,0.0,1.67,4
2,20,234.0,23.9,68.5,488.05,228.36,1.67,5416.67,6.02,0.0,-0.02,70.34,15.0,6.39,3.31,7.42,23.23,8.92,575136.55,190039.58,602.88,251.28,10.49,40.3,77.49,117.5,31.24,0.09,-0.21,15.12,2.78,1.67,1
2,25,233.0,27.27,57.69,492.86,218.44,2.67,6533.33,8.75,0.0,0.02,64.27,9.02,6.03,3.42,6.47,21.77,8.33,587156.67,158015.83,571.37,338.74,9.85,39.01,109.9,163.71,36.69,0.08,-0.3,14.11,4.44,1.67,1
2,30,223.0,30.82,53.89,545.0,207.93,3.0,6159.42,5.41,6.03,0.08,56.02,11.27,10.27,5.48,7.28,18.84,9.21,595734.26,156665.28,492.75,395.77,9.77,41.21,126.98,204.34,38.93,0.08,-0.16,18.81,2.78,1.67,1
2,35,307.0,39.42,57.14,553.89,307.0,0.0,3962.96,3.09,6.33,0.08,62.59,10.5,13.52,5.86,5.82,18.55,8.69,580317.87,152683.85,505.07,357.95,8.62,42.23,153.72,243.64,46.63,0.0,-0.18,17.03,2.59,1.67,1
2,40,434.0,29.37,53.15,510.73,407.43,2.59,5117.12,6.12,2.95,-0.02,67.31,13.66,13.35,6.22,3.84,19.84,8.32,632553.06,181498.41,441.35,300.52,7.83,42.0,133.65,230.51,39.25,-0.04,-0.26,16.38,2.62,1.67,1
2,45,346.0,21.7,56.7,507.73,334.54,2.33,4615.38,2.65,9.17,-0.03,67.48,16.94,13.81,6.3,4.16,19.74,7.96,634382.67,188384.89,433.33,295.86,7.16,46.17,127.02,228.17,37.04,-0.08,-0.32,14.73,3.03,1.67,1
2,50,369.0,34.82,55.09,499.08,356.84,2.22,6543.48,2.75,2.03,-0.06,74.46,11.25,14.76,5.65,2.19,21.72,8.68,601534.82,183284.73,559.41,347.5,8.3,43.9,101.05,181.2,28.44,-0.09,-0.42,12.75,2.56,1.67,6
2,55,325.0,30.99,59.64,538.05,320.04,2.5,5133.33,0.76,2.48,-0.09,65.13,11.53,12.57,4.71,1.74,20.12,8.21,632601.54,176630.51,449.31,381.2,7.74,39.31,89.31,150.57,25.5,-0.11,-0.52,9.13,1.67,1.67,6
2,60,227.0,23.78,57.23,518.17,225.15,1.67,6166.67,8.94,5.54,-0.1,72.63,9.09,13.82,4.41,1.27,16.61,8.12,651676.69,162444.54,443.48,344.23,7.05,38.35,59.56,94.74,20.4,-0.11,-0.55,5.17,1.67,0.0,6
2,65,208.0,45.64,59.39,491.9,204.65,1.67,6375.0,6.45,11.74,-0.09,91.22,7.96,13.15,3.8,1.07,16.35,8.59,715107.05,177822.13,516.37,395.28,7.02,39.64,35.68,78.53,16.4,-0.14,-0.58,10.76,1.67,1.67,6
2,70,158.91,38.49,0.0,0.0,158.91,0.0,5777.78,5.81,24.02,-0.15,67.95,7.41,11.24,2.98,0.73,11.18,5.66,789300.39,202511.76,355.4,267.66,6.03,38.81,23.49,48.92,15.71,-0.26,-0.64,9.72,0.0,0.0,5
2,75,290.09,98.71,0.0,0.0,288.25,3.33,6333.33,3.18,92.39,-0.29,60.74,7.41,7.74,2.28,0.36,9.66,5.13,802654.99,224394.69,250.93,197.85,5.77,29.28,23.42,27.83,9.02,-0.53,-0.66,6.67,0.0,1.67,5
1,20,154.0,20.09,70.91,500.67,149.72,1.67,7928.57,4.17,2.14,0.11,66.72,10.44,6.39,3.24,12.94,18.58,7.73,583283.8,139415.49,539.3,267.74,10.13,82.82,108.59,130.38,39.32,0.3,-0.22,17.61,2.62,0.0,0
1,25,158.0,22.38,62.41,488.8,147.39,2.22,7623.66,9.7,20.04,0.05,54.62,7.39,8.84,3.71,8.64,18.51,8.38,605831.09,159296.77,573.57,344.76,10.14,68.26,120.57,134.75,45.04,0.05,-0.29,18.82,2.92,0.0,0
1,30,173.0,31.14,63.3,561.26,166.73,1.67,6481.48,4.35,8.78,0.13,66.08,12.74,13.88,5.28,11.13,22.28,9.37,550468.86,144475.98,671.67,405.31,10.84,66.3,139.06,156.29,47.69,0.13,-0.22,19.71,2.98,1.67,2
1,35,173.0,28.3,65.53,569.1,161.72,2.59,7116.28,7.97,6.27,0.17,76.02,10.0,19.48,6.28,7.69,24.62,10.65,533945.74,139625.55,827.86,470.7,10.92,63.99,149.33,185.8,43.67,0.12,-0.19,18.11,2.78,1.67,2
1,40,239.0,30.71,61.9,549.81,231.68,1.94,5869.92,6.12,12.19,0.08,66.48,10.92,19.3,6.28,8.66,24.32,9.34,485363.59,122957.22,864.99,415.87,10.36,65.0,154.72,199.76,46.99,0.07,-0.22,16.68,2.74,1.67,2
1,45,188.0,23.28,64.4,553.21,186.95,3.33,3692.98,6.7,12.6,0.08,77.58,14.94,19.98,6.68,6.36,25.77,9.66,505790.96,136625.19,971.25,474.42,11.19,63.84,151.4,199.62,48.08,0.01,-0.27,16.55,3.83,1.67,2
1,50,230.0,28.29,67.43,544.73,226.0,2.5,5019.61,5.22,15.0,0.03,74.28,13.3,20.38,6.24,5.05,25.63,10.0,527496.62,137100.29,983.26,465.98,10.88,54.45,121.02,159.8,41.66,-0.05,-0.42,13.15,3.65,0.0,0
1,55,181.0,22.78,61.77,546.95,177.0,2.08,6645.83,7.18,7.0,0.0,64.53,11.3,19.46,6.05,3.14,24.36,9.86,512468.72,134793.26,771.34,452.35,10.2,50.93,96.21,123.1,32.45,-0.03,-0.46,10.81,2.78,0.0,0
1,60,160.0,23.93,72.0,550.0,158.0,2.5,4566.67,3.75,3.0,0.02,54.54,8.37,18.0,5.23,3.1,22.8,10.35,559254.19,140191.56,851.11,511.11,9.9,48.79,77.69,104.29,31.26,-0.01,-0.54,10.09,2.22,1.67,3
1,65,128.0,27.98,67.07,473.18,126.0,2.5,5666.67,3.91,5.0,-0.06,43.97,9.14,15.9,4.72,1.72,19.7,8.32,664195.05,177344.53,684.93,380.56,8.95,42.04,49.63,76.02,20.76,-0.15,-0.64,3.33,0.0,1.67,3
1,70,86.0,17.09,0.0,0.0,85.0,3.33,4500.0,1.16,8.0,-0.13,39.96,6.36,13.85,3.8,2.89,16.92,8.69,708980.62,189502.71,500.44,397.55,8.33,41.41,28.62,48.51,20.64,-0.24,-0.63,3.33,0.0,0.0,4
1,75,158.0,56.61,0.0,700.0,158.0,0.0,2166.67,3.16,40.0,-0.25,26.02,7.78,8.71,2.93,0.62,11.21,5.13,819121.87,210460.3,346.84,182.08,6.0,31.14,20.97,28.48,10.88,-0.52,-0.65,1.67,0.0,0.0,4
2,20,143.0,19.5,53.18,513.0,140.08,2.5,6250.0,9.18,0.0,0.0,53.33,13.41,5.38,3.21,8.1,21.24,7.71,614360.2,152807.37,546.74,259.71,9.91,44.58,99.38,131.56,34.26,0.12,-0.16,13.69,3.15,1.67,1
2,25,158.0,26.15,48.4,534.21,155.0,1.67,5987.18,3.16,8.0,0.09,68.5,9.68,8.07,4.05,7.65,19.51,9.12,560374.95,142125.05,610.86,376.47,10.45,42.08,122.05,170.31,38.99,0.02,-0.16,17.31,2.0,1.67,1
2,30,176.0,29.49,52.58,531.5,173.61,1.67,5107.84,8.16,5.99,0.08,66.0,9.89,11.53,5.15,6.41,20.66,9.42,580956.24,145916.78,472.06,382.07,9.55,39.69,122.63,195.67,40.61,0.0,-0.25,17.2,2.88,1.67,1
2,35,187.0,28.82,55.43,537.09,179.0,1.67,5804.35,7.49,3.0,0.07,65.66,9.65,14.24,6.16,6.0,19.88,9.01,588530.09,144351.17,541.86,393.89,8.58,41.3,143.34,222.76,43.45,0.01,-0.17,16.0,2.0,1.67,1
2,40,221.0,27.7,52.94,504.3,216.79,2.5,4945.74,3.33,2.1,0.01,70.27,10.72,13.85,6.0,3.99,17.84,8.44,637587.98,150330.93,457.47,364.8,7.16,42.78,124.35,210.57,41.78,0.01,-0.28,13.84,2.78,1.67,1
2,45,199.0,24.55,52.81,498.14,193.0,2.22,5993.06,6.53,3.0,-0.05,87.61,14.3,15.17,6.47,3.2,16.75,7.88,641941.67,162860.71,521.07,334.3,7.34,42.24,113.39,198.43,34.86,-0.09,-0.37,13.56,2.64,1.67,1
2,50,226.0,28.76,50.56,515.74,218.0,2.29,5587.3,3.1,12.0,-0.1,69.34,14.28,13.03,5.61,2.29,19.0,8.18,647805.6,163331.12,513.86,331.92,7.44,38.23,86.77,148.21,28.75,-0.16,-0.44,9.81,2.29,1.67,6
2,55,200.0,26.18,52.67,497.34,197.0,2.78,4857.14,5.0,5.0,-0.08,71.16,10.62,13.19,4.94,1.65,19.11,7.92,660174.71,180495.31,498.75,335.24,7.61,40.95,76.09,130.67,22.56,-0.14,-0.47,9.1,3.33,1.67,6
2,60,182.0,24.5,67.89,482.64,178.0,2.92,5507.25,4.95,6.0,-0.13,68.28,14.15,13.31,4.71,0.96,16.45,7.64,709507.0,186488.21,458.64,335.46,6.59,37.94,46.0,94.97,18.74,-0.18,-0.59,9.33,1.67,1.67,6
2,65,182.0,43.47,61.9,488.47,178.0,2.92,4208.33,4.4,9.0,-0.13,70.79,14.33,12.69,4.16,1.18,14.39,6.86,739996.67,198645.25,372.04,283.45,6.7,36.96,38.01,66.39,17.0,-0.19,-0.62,7.72,0.0,1.67,6
2,70,132.0,30.99,0.0,0.0,131.0,3.33,7133.33,2.27,14.0,-0.17,61.56,12.5,10.88,3.42,0.71,12.32,6.02,772937.4,194528.75,385.98,243.88,5.85,37.31,21.12,47.11,13.87,-0.27,-0.63,13.83,0.0,0.0,5
2,75,196.0,82.0,0.0,0.0,195.0,3.33,13000.0,2.04,64.0,-0.29,58.44,17.78,8.52,2.48,0.3,8.84,4.47,860619.59,227373.4,260.47,165.19,4.87,28.91,17.95,27.48,8.55,-0.61,-0.66,15.0,0.0,1.67,5
1,20,125.0,46.19,86.25,450.0,125.0,0.0,0.0,10.71,0.0,0.04,52.0,5.0,6.91,3.33,14.21,15.8,7.46,640508.33,141044.44,381.94,189.86,5.69,76.25,93.87,106.67,33.04,0.32,-0.05,17.85,2.5,0.0,0
1,25,134.46,44.6,72.27,518.7,127.38,2.5,6238.1,10.53,0.0,0.08,83.33,5.93,11.88,3.79,10.43,21.25,11.01,630070.37,157536.11,642.86,394.79,10.05,58.11,93.42,142.36,34.14,0.28,-0.35,17.1,3.1,0.0,0
1,30,192.0,78.35,68.82,575.59,176.33,2.08,9039.22,18.37,3.92,0.19,73.81,14.24,13.33,4.84,12.58,21.15,9.4,612921.09,162556.94,597.87,341.46,10.51,73.05,129.35,194.51,48.83,0.23,-0.17,23.59,2.78,1.67,2
1,35,179.0,66.17,58.93,570.0,170.86,1.67,5500.0,15.91,8.14,0.07,80.22,11.39,16.31,5.81,8.99,20.0,10.05,639824.03,168829.46,617.54,337.04,9.05,57.26,97.52,140.79,39.39,0.05,-0.19,16.79,2.41,0.0,0
1,40,201.13,50.43,80.44,578.16,192.51,2.22,5901.96,2.86,11.49,0.0,70.61,13.33,17.4,5.93,6.21,20.97,9.13,599748.57,159743.48,760.85,342.86,9.89,55.63,141.58,167.7,39.85,-0.07,-0.32,18.23,2.92,1.67,2
1,45,217.0,55.32,60.4,548.57,200.31,2.08,6300.0,5.77,33.38,0.04,56.58,13.65,16.31,6.83,5.52,21.07,9.27,642146.41,170735.95,705.19,435.0,9.15,65.08,120.56,176.51,38.93,-0.12,-0.32,11.83,2.78,0.0,0
1,50,171.0,30.89,82.27,520.83,164.42,2.22,3871.79,8.97,13.15,-0.09,83.15,8.21,17.74,5.45,4.72,20.1,7.57,673708.33,192023.56,789.9,358.02,8.82,48.19,109.51,146.99,34.7,-0.11,-0.45,12.82,2.5,1.67,3
1,55,156.0,26.64,68.75,548.0,147.0,1.67,6333.33,9.62,18.0,-0.07,60.08,13.62,19.09,6.4,2.93,25.0,9.56,557316.03,150153.85,1076.3,530.16,11.42,46.81,80.3,115.78,34.52,-0.19,-0.43,11.03,0.0,1.67,3
1,60,138.0,26.51,60.91,532.31,135.81,1.67,4794.87,9.52,8.76,-0.03,52.83,12.06,19.8,6.15,1.73,19.91,8.52,680609.52,186194.71,745.83,428.67,8.94,38.19,73.49,94.14,24.65,-0.19,-0.59,7.14,0.0,0.0,0
1,65,122.0,31.2,70.37,531.72,119.61,3.33,6866.67,3.92,19.14,-0.11,54.34,14.79,15.22,5.68,2.26,18.03,7.75,712353.33,187645.33,717.07,369.17,8.63,38.33,44.69,57.61,20.29,-0.22,-0.62,3.33,0.0,0.0,0
1,70,64.24,17.83,0.0,0.0,64.24,0.0,6666.67,6.9,6.65,-0.16,26.94,10.0,12.28,4.1,1.13,16.79,7.42,744596.55,197124.14,337.33,261.9,5.3,32.1,25.74,40.0,12.16,-0.24,-0.6,0.0,5.0,0.0,4
1,75,141.76,48.31,0.0,0.0,139.55,1.67,3125.0,0.0,24.37,-0.18,45.53,4.29,10.23,3.67,1.14,14.22,6.32,822676.56,220450.52,415.15,207.41,5.94,36.3,34.34,44.0,12.31,-0.35,-0.65,15.83,3.33,0.0,4
2,20,129.0,43.01,63.08,502.31,117.78,1.67,9333.33,17.39,0.0,0.03,90.0,10.56,5.43,3.41,7.71,25.29,9.55,619315.94,181417.39,688.41,319.7,11.59,33.55,95.72,131.45,31.88,0.15,-0.16,12.44,1.67,0.0,1
2,25,175.0,70.72,39.44,546.36,164.06,3.33,7666.67,15.63,10.94,0.04,41.73,8.48,7.82,4.61,8.69,21.83,9.55,564058.06,161115.56,433.33,356.41,8.46,35.32,123.5,177.74,37.22,0.08,-0.06,17.62,1.67,1.67,1
2,30,192.0,74.53,67.22,556.19,162.91,2.33,9500.0,9.09,5.82,0.14,63.81,8.61,9.25,4.46,8.93,20.16,8.79,592270.83,145980.21,674.71,373.56,8.1,41.93,125.42,212.5,43.65,0.1,-0.15,15.48,2.08,1.67,1
2,35,185.0,69.53,48.42,553.81,170.39,2.22,6333.33,7.89,9.74,0.09,69.41,9.81,11.81,6.44,7.3,19.26,9.95,683028.07,190236.04,515.63,423.66,8.61,41.67,118.1,193.01,37.64,-0.01,-0.13,14.83,3.33,1.67,1
2,40,231.0,53.72,59.74,499.05,231.0,0.0,4240.74,8.45,0.0,0.0,91.26,14.34,16.19,6.82,5.52,19.85,8.61,711834.74,189029.11,582.29,363.08,8.25,40.0,117.84,197.01,35.14,-0.02,-0.17,13.55,3.89,1.67,1
2,45,211.0,51.45,53.33,490.32,199.49,2.78,6288.89,1.82,3.84,-0.06,66.6,15.83,14.28,6.25,4.43,23.07,8.72,647485.53,178027.67,573.47,337.12,9.83,43.17,130.82,193.92,35.52,-0.02,-0.35,15.48,2.86,0.0,1
2,50,192.0,36.22,69.0,471.92,185.3,2.78,7420.29,6.98,11.16,-0.05,83.29,21.11,16.3,6.33,3.06,20.53,8.29,708454.51,196728.24,605.63,332.86,8.19,42.0,100.97,152.3,27.66,-0.13,-0.35,14.07,3.89,1.67,6
2,55,182.0,32.77,63.89,528.33,182.0,0.0,2666.67,0.0,16.55,-0.13,80.57,12.41,17.25,5.93,4.07,18.69,7.41,668459.52,179350.0,483.33,293.14,6.3,44.68,73.2,138.64,28.14,-0.19,-0.54,8.11,0.0,1.67,6
2,60,174.64,33.92,62.43,474.58,174.64,0.0,2500.0,2.7,18.88,-0.06,76.26,11.43,15.48,5.1,1.25,15.95,7.49,747388.13,200046.58,584.48,373.45,6.63,38.53,61.5,95.77,21.0,-0.25,-0.56,9.26,0.0,0.0,5
2,65,140.73,42.85,49.5,507.39,137.45,1.67,2222.22,9.3,9.82,-0.17,64.05,7.5,11.43,3.72,0.76,12.86,5.45,791841.86,214160.47,368.57,183.87,6.6,35.92,44.52,54.79,13.21,-0.3,-0.62,20.0,0.0,0.0,5
2,70,97.83,28.96,0.0,0.0,95.19,1.67,13000.0,2.7,2.64,-0.15,56.22,5.42,11.89,3.63,0.78,13.48,5.73,845104.5,206393.69,394.25,253.57,6.26,31.94,31.73,52.29,14.3,-0.2,-0.64,6.67,0.0,0.0,5
2,75,211.53,80.35,0.0,0.0,211.53,0.0,2000.0,3.75,50.24,-0.22,53.82,4.67,9.14,2.86,0.45,11.09,5.81,921682.08,269199.17,220.61,211.11,4.77,29.19,15.21,28.12,9.17,-0.57,-0.66,6.67,0.0,0.0,5
1,20,213.52,213.52,68.25,506.06,207.66,2.22,7500.0,13.89,5.86,0.13,80.49,10.68,9.57,4.33,12.96,16.83,8.64,608861.06,169314.42,514.39,301.08,8.57,69.51,116.85,117.39,46.0,0.2,-0.17,21.59,2.94,1.67,2
1,25,366.0,237.43,62.96,560.33,334.32,2.47,7866.67,10.75,12.02,0.2,75.66,12.59,12.35,4.98,13.07,15.11,8.67,607148.35,152616.11,497.81,374.62,8.19,69.98,130.14,158.48,46.21,0.18,-0.22,24.5,3.02,1.67,2
1,30,344.0,188.02,70.0,543.01,307.85,2.37,7555.56,14.92,18.66,0.18,72.19,10.81,16.22,5.76,12.17,16.08,8.85,648853.84,173964.02,539.39,393.27,8.27,70.03,147.91,175.85,45.7,0.07,-0.26,23.16,2.97,1.67,2
1,35,292.86,151.51,63.23,571.62,274.7,2.5,7295.08,6.98,26.11,0.08,68.08,14.91,17.45,6.37,9.32,15.54,8.2,629915.3,175467.99,665.26,414.76,7.6,62.99,144.65,189.49,44.59,-0.04,-0.27,21.55,2.85,1.67,2
1,40,353.0,173.55,77.6,546.81,341.0,2.64,5978.07,6.23,34.0,-0.01,70.63,18.92,19.74,7.05,6.65,16.76,9.04,671809.66,189841.24,790.69,469.84,8.42,58.23,125.92,152.59,40.47,-0.18,-0.31,18.47,2.8,1.67,3
1,45,374.0,179.85,76.18,572.01,365.16,2.14,4726.78,6.76,41.7,-0.02,68.56,12.16,20.06,6.46,5.77,15.8,8.47,691370.88,188481.13,847.99,507.14,7.91,56.07,120.95,139.18,35.69,-0.21,-0.4,16.03,3.48,1.67,3
1,50,408.0,156.64,65.45,532.14,401.84,2.92,5686.27,8.48,70.26,-0.15,58.3,17.83,19.54,6.75,3.13,15.62,8.25,742368.54,206503.93,657.73,425.09,7.93,47.13,91.11,105.23,29.75,-0.32,-0.49,16.21,2.96,1.67,3
1,55,447.0,182.34,69.93,527.46,442.66,2.78,6373.56,13.92,49.18,-0.08,64.76,15.4,19.21,6.06,2.8,16.41,8.91,675829.28,182817.62,755.9,440.1,8.53,47.28,73.08,111.84,28.41,-0.2,-0.54,11.01,3.75,1.67,3
1,60,359.5,149.93,75.48,502.91,352.01,2.67,5095.24,8.75,37.45,-0.1,54.88,15.17,17.07,5.41,2.03,16.72,8.77,671241.31,175739.34,638.26,374.31,9.04,41.1,67.36,80.15,24.16,-0.26,-0.61,13.44,1.67,1.67,3
1,65,272.0,108.21,63.17,558.61,269.47,2.5,3907.41,12.56,39.22,-0.13,57.1,17.19,16.21,5.12,2.79,14.9,8.38,733197.98,199446.57,553.68,375.33,9.86,42.66,48.97,66.78,20.87,-0.26,-0.63,11.39,0.0,1.67,3
1,70,175.03,80.38,0.0,0.0,173.69,1.67,4761.9,8.46,22.89,-0.07,45.35,12.16,12.72,4.25,2.59,13.19,6.95,744180.21,217414.58,497.1,302.71,8.79,38.31,36.17,52.91,20.13,-0.24,-0.66,1.67,5.0,0.0,4
1,75,236.97,107.62,0.0,0.0,236.97,0.0,4222.22,12.5,52.51,-0.21,39.37,8.25,12.09,3.9,1.14,12.29,6.9,767469.14,223879.12,371.88,235.29,8.35,36.9,25.77,39.32,14.3,-0.41,-0.64,13.89,0.0,1.67,4
2,20,347.0,233.42,63.26,576.06,330.28,2.5,10437.5,7.83,2.09,0.06,68.87,13.53,6.85,4.23,9.16,17.52,8.1,620602.81,165317.17,514.44,360.47,8.32,38.27,102.88,146.35,36.42,0.18,-0.14,19.03,2.17,1.67,1
2,25,285.0,196.8,60.8,569.29,267.27,2.05,7033.33,6.7,6.82,0.13,73.7,9.06,9.56,4.76,8.79,14.7,8.22,643880.68,166143.64,503.8,373.19,7.44,45.89,135.08,196.21,40.07,0.11,-0.17,21.87,2.62,1.67,1
2,30,245.0,130.21,58.0,546.57,229.49,2.67,6817.46,5.7,9.3,0.1,60.64,10.0,12.45,5.64,6.91,17.66,8.36,626998.73,164329.3,478.74,370.51,8.52,45.33,135.59,210.46,42.42,-0.01,-0.2,20.59,2.96,1.67,1
2,35,202.0,101.32,60.4,547.45,194.47,2.22,6827.96,5.59,13.8,0.03,71.93,17.18,15.24,6.61,5.27,18.26,8.6,645598.76,177248.1,463.59,375.68,7.38,41.34,138.01,214.77,41.54,-0.14,-0.34,18.41,2.95,1.67,1
2,40,221.0,108.41,63.62,539.63,213.78,2.33,7675.0,5.23,20.22,0.01,85.69,12.54,16.54,6.72,5.49,16.45,7.35,674263.31,192188.37,555.65,342.59,7.24,49.08,132.27,210.73,41.16,-0.19,-0.34,19.49,2.82,1.67,1
2,45,197.0,93.25,69.14,536.67,190.73,2.33,6266.67,4.46,25.1,-0.07,71.96,16.49,17.88,6.96,3.28,14.58,7.37,721978.77,204521.65,511.53,362.59,7.25,42.71,106.49,160.32,33.73,-0.29,-0.45,15.11,2.71,1.67,6
2,50,266.0,99.86,75.21,514.68,249.65,2.42,8063.06,7.26,32.69,-0.12,71.45,18.23,19.31,6.86,2.34,15.47,7.95,756473.97,215257.2,494.68,363.24,7.91,39.47,93.1,131.13,27.68,-0.38,-0.5,13.36,1.67,1.67,6
2,55,339.0,135.24,71.33,495.83,331.02,2.92,6666.67,10.0,51.85,-0.07,77.27,20.37,19.23,7.3,1.78,15.71,8.2,736306.9,203187.03,441.23,372.27,8.04,43.57,74.91,114.05,24.28,-0.29,-0.52,9.56,1.67,1.67,6
2,60,269.0,104.12,77.36,515.42,265.73,1.67,5595.24,8.1,95.84,-0.16,73.42,15.35,18.1,5.74,1.14,17.61,8.15,823679.84,244791.46,553.13,374.73,7.75,44.72,53.73,89.0,19.75,-0.56,-0.59,11.67,3.33,1.67,6
2,65,192.0,78.25,75.9,502.84,188.35,2.78,6296.3,6.96,20.66,-0.08,79.42,13.2,17.49,5.53,1.98,15.01,7.48,733718.9,182864.32,484.5,368.2,7.73,42.95,41.47,73.45,18.3,-0.22,-0.62,11.33,1.67,0.0,6
2,70,159.87,61.48,0.0,0.0,159.87,0.0,2555.56,9.41,22.57,-0.19,65.8,10.0,15.35,4.57,0.87,13.76,6.27,819907.45,218897.65,386.02,282.76,7.47,36.5,24.64,36.88,12.15,-0.38,-0.62,3.33,1.67,0.0,5
