성별,연령대,총인구수,1인가구수,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 비사용 인구수,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,카카오톡 비사용 인구수,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,cluster
1,20,1174.0,30.32,68.29,466.1,1154.6,2.08,6377.19,7.44,14.55,0.07,68.78,14.34,6.38,3.28,12.35,20.9,8.37,632342.42,157225.66,713.1,280.19,11.84,84.25,101.89,122.43,39.85,0.25,-0.24,14.5,3.1,0.0,0
1,25,894.0,25.64,65.22,529.9,837.34,2.71,6579.71,8.87,6.3,0.18,73.16,12.03,9.23,4.09,12.94,21.87,9.51,610432.27,134963.12,647.4,330.18,12.69,79.07,125.27,160.2,45.38,0.26,-0.21,19.53,2.59,1.67,2
1,30,838.0,72.04,60.85,557.28,798.25,2.64,6803.65,5.53,29.81,0.24,72.32,7.21,14.32,5.12,13.12,25.43,10.17,551398.53,120642.44,891.22,401.23,13.9,77.96,158.3,193.44,50.86,0.22,-0.2,21.18,2.92,1.67,2
1,35,898.0,69.22,70.33,553.67,857.47,2.36,6644.14,5.92,28.06,0.15,70.04,12.24,17.08,6.21,10.1,24.84,9.64,532943.66,125596.69,822.18,373.25,13.65,69.62,149.52,202.22,47.09,0.11,-0.23,18.96,2.69,1.67,2
1,40,1237.0,70.77,74.04,550.61,1220.69,1.67,4824.4,3.96,92.44,0.12,73.48,13.11,18.98,6.13,8.08,26.26,10.01,519341.09,128253.11,1027.56,425.47,13.96,73.26,159.01,222.22,50.9,0.08,-0.24,15.52,2.81,1.67,2
1,45,1571.0,84.64,69.11,556.43,1530.72,1.81,5120.63,5.73,71.27,0.08,71.67,11.01,19.15,6.27,7.01,26.98,9.68,526026.92,128609.98,1033.05,430.21,13.8,70.32,152.76,206.09,46.31,0.06,-0.29,13.43,2.84,1.67,2
1,50,1516.0,123.27,73.93,551.4,1495.41,2.5,4498.77,4.92,56.62,0.06,66.26,12.64,20.3,6.14,5.08,27.51,10.2,518130.77,128272.7,1049.58,489.66,14.04,62.21,128.42,170.12,40.2,0.02,-0.37,13.29,2.81,1.67,3
1,55,1216.0,100.76,72.32,544.37,1191.33,2.17,5040.74,5.68,41.93,0.02,65.54,11.68,19.27,5.86,3.28,26.03,10.1,534460.6,122651.81,995.95,502.02,13.42,50.68,104.18,124.37,33.21,-0.07,-0.51,10.16,2.94,1.67,3
1,60,828.0,75.91,68.07,515.66,823.05,1.67,4112.5,4.98,26.39,-0.02,60.61,10.87,18.1,5.04,2.45,23.98,9.69,593952.14,142808.6,934.95,468.92,12.56,47.31,72.45,91.74,26.7,-0.07,-0.58,8.68,1.67,1.67,3
1,65,638.0,120.48,68.09,493.09,632.21,2.5,3733.33,3.17,36.17,-0.06,50.65,14.92,15.65,4.43,1.57,20.94,8.92,661228.04,156800.61,762.31,430.51,11.49,43.33,47.19,66.16,22.77,-0.16,-0.62,6.02,4.17,1.67,3
1,70,392.96,79.71,0.0,0.0,391.68,0.0,3516.67,2.95,28.25,-0.13,45.05,13.12,12.25,3.9,1.3,16.7,7.94,732703.62,173451.21,635.66,337.22,9.88,39.39,32.8,51.77,16.48,-0.19,-0.64,5.28,5.0,0.0,4
1,75,452.04,198.84,0.0,0.0,450.75,3.33,3589.74,1.7,118.15,-0.26,29.59,11.39,7.35,2.62,0.66,11.42,5.75,856146.06,211201.71,368.79,243.78,7.32,30.83,24.03,33.3,15.48,-0.51,-0.65,7.5,0.0,1.67,4
2,20,1012.0,29.12,65.15,504.06,971.07,2.42,8422.22,5.88,0.0,-0.01,68.15,11.63,5.62,3.71,8.08,20.95,8.14,648908.09,158164.08,682.38,240.99,12.15,38.86,93.45,124.43,32.2,0.1,-0.13,14.07,2.83,1.67,1
2,25,871.0,27.29,62.62,525.45,827.14,2.38,7200.0,6.12,3.13,0.11,70.03,11.97,8.15,4.31,8.35,22.94,9.84,580513.6,139947.57,652.86,352.07,13.22,41.59,127.51,171.47,38.27,0.14,-0.14,16.29,2.5,1.67,1
2,30,873.0,71.06,59.21,533.28,835.19,2.27,5920.19,8.66,10.31,0.12,60.48,9.22,9.7,4.78,7.74,22.02,9.44,610235.96,141239.9,575.65,360.7,12.74,46.12,134.58,208.92,42.17,0.06,-0.16,17.85,2.81,1.67,1
2,35,861.0,61.89,55.42,515.5,852.9,2.22,4480.87,5.02,18.89,0.06,68.21,12.31,12.41,6.11,5.47,19.95,8.6,675655.66,157763.0,506.16,323.14,11.68,45.04,135.01,238.3,43.14,0.0,-0.19,17.76,2.39,1.67,1
2,40,1500.0,80.14,59.57,483.38,1453.85,2.5,5196.26,4.81,20.19,-0.01,73.98,12.03,13.87,6.76,3.95,19.17,8.68,707988.89,162895.54,454.47,314.81,11.23,46.76,122.55,222.44,36.84,-0.03,-0.29,14.53,2.85,1.67,1
2,45,1585.0,84.42,60.77,511.12,1542.59,2.44,6037.94,4.02,31.81,-0.05,75.81,14.47,14.31,6.6,2.83,19.69,8.23,679226.01,161663.06,463.27,304.43,11.12,43.87,112.16,194.71,32.35,-0.08,-0.36,13.74,2.43,1.67,1
2,50,1509.0,132.91,60.81,491.68,1470.8,2.19,5664.0,4.27,21.49,-0.1,76.07,15.4,13.31,5.84,1.91,19.03,8.03,699461.99,165891.59,468.17,336.76,10.78,40.58,98.78,163.56,26.55,-0.13,-0.4,10.59,2.73,1.67,6
2,55,1258.0,113.14,55.07,486.39,1240.47,2.5,5347.99,4.88,21.92,-0.08,81.18,15.53,14.4,5.49,1.56,19.19,8.34,711570.72,166723.93,545.61,384.52,10.66,40.03,81.93,139.15,21.71,-0.14,-0.52,9.45,2.5,1.67,6
2,60,872.0,91.39,62.73,455.39,862.69,2.22,5163.12,3.2,26.38,-0.12,77.19,12.97,12.69,4.51,1.19,17.41,7.82,733301.31,175732.31,490.34,348.24,9.7,39.88,56.3,101.63,18.69,-0.16,-0.58,9.97,0.0,1.67,6
2,65,584.0,132.86,60.76,458.08,581.78,3.33,4217.39,2.85,12.21,-0.13,74.1,9.83,11.69,3.77,1.03,14.94,6.8,772807.92,182120.38,429.69,302.21,8.79,37.5,42.16,70.24,14.38,-0.16,-0.61,7.56,2.78,1.67,6
2,70,589.03,155.58,0.0,0.0,589.03,0.0,1428.57,1.9,50.33,-0.17,66.38,6.31,9.43,3.0,0.63,12.0,5.68,823525.13,197814.32,340.13,237.65,7.49,33.71,26.8,50.74,12.96,-0.27,-0.65,7.02,0.0,1.67,5
2,75,918.97,509.02,0.0,0.0,917.1,0.0,2888.89,3.05,277.74,-0.28,55.93,13.72,7.82,2.45,0.53,8.13,4.53,924599.53,234784.66,249.65,198.63,5.08,29.07,21.21,28.19,10.49,-0.57,-0.65,16.9,0.0,1.67,5
1,20,1403.0,36.66,68.77,485.56,1377.77,2.67,6855.56,3.96,5.05,0.06,63.99,10.34,6.14,2.85,12.05,21.35,8.3,614477.42,137482.85,601.15,269.14,10.76,77.59,91.08,111.26,40.42,0.25,-0.18,13.36,2.35,1.67,2
1,25,1028.0,31.4,62.5,520.95,968.56,2.45,5934.07,8.5,17.48,0.16,76.93,9.08,10.23,3.82,12.85,21.36,9.18,603693.1,120394.69,632.26,344.61,11.22,74.66,116.82,138.85,44.98,0.23,-0.16,18.64,2.6,1.67,2
1,30,849.0,54.78,66.32,537.68,780.97,2.13,6830.13,6.09,27.21,0.2,82.69,10.51,14.3,5.35,11.74,24.75,10.55,542177.46,114604.09,814.19,403.54,12.51,67.58,148.68,183.7,46.72,0.19,-0.15,19.38,2.65,1.67,2
1,35,884.0,49.87,64.61,570.0,852.3,2.62,5890.63,8.43,52.83,0.13,64.06,9.44,16.18,5.8,8.64,24.09,10.34,563974.6,119542.2,819.68,429.26,12.33,66.2,152.12,193.93,51.76,0.1,-0.22,17.98,2.52,1.67,2
1,40,1867.0,22.2,65.71,556.96,1809.33,2.29,5301.59,3.47,90.11,0.12,72.6,12.08,19.42,6.84,7.89,26.78,10.72,492272.8,107938.73,990.62,483.54,13.28,67.25,164.38,210.39,50.94,0.08,-0.16,15.62,2.72,1.67,2
1,45,2577.0,28.58,66.91,552.18,2517.33,1.98,4508.88,2.03,82.05,0.09,74.73,11.0,20.25,6.48,5.98,29.01,10.45,485680.79,114762.24,1088.06,468.9,13.58,68.17,146.11,180.51,47.72,0.04,-0.24,13.08,2.69,1.67,2
1,50,2025.0,19.17,64.92,555.01,2000.48,2.0,5004.19,2.06,95.61,0.05,67.59,10.65,19.3,6.41,4.64,28.72,10.71,498197.24,112441.92,1100.08,507.69,13.28,57.19,134.1,156.36,42.17,-0.02,-0.35,12.74,2.57,1.67,3
1,55,1482.0,14.31,72.68,527.9,1460.33,1.67,4272.73,2.38,32.51,0.05,69.32,12.7,19.89,6.54,3.62,28.83,11.08,510460.22,107310.41,1130.75,556.25,13.45,50.64,112.75,127.85,35.75,-0.03,-0.42,11.06,2.92,1.67,3
1,60,954.0,9.58,70.46,501.56,944.63,2.0,3320.35,2.16,26.24,0.0,63.81,12.08,18.44,5.94,2.25,26.1,10.38,574183.23,122576.59,962.79,499.86,11.89,46.97,80.95,98.37,29.96,-0.08,-0.55,8.03,3.33,1.67,3
1,65,616.0,35.33,73.26,503.69,613.4,2.5,2718.75,2.11,23.39,-0.06,52.3,9.58,15.77,4.98,1.85,22.68,9.37,617186.03,132032.62,825.49,417.76,10.7,40.66,53.94,75.22,23.46,-0.14,-0.58,7.44,1.67,1.67,3
1,70,400.7,22.53,0.0,0.0,399.56,3.33,3257.58,1.43,14.93,-0.1,42.22,13.16,12.85,4.42,1.78,19.95,8.36,664121.55,139776.53,706.95,357.64,10.22,39.88,36.01,54.31,20.21,-0.16,-0.61,8.54,0.0,1.67,4
1,75,374.3,79.21,0.0,0.0,374.3,0.0,2805.56,2.45,39.04,-0.21,36.47,16.07,9.94,3.92,0.98,14.47,6.74,821400.31,172777.64,496.27,237.81,7.34,33.34,32.67,42.2,14.34,-0.33,-0.65,10.11,0.0,1.67,4
2,20,1226.0,34.16,67.12,490.6,1189.15,2.42,7039.68,4.37,0.0,0.01,61.71,14.6,5.74,3.31,7.22,22.05,8.52,615062.11,140135.53,633.24,256.69,11.95,39.95,87.91,114.42,31.86,0.12,-0.17,13.68,2.58,1.67,1
2,25,1046.0,35.47,61.12,533.53,993.04,2.44,5816.43,3.81,6.62,0.12,65.81,10.95,8.02,4.17,8.02,20.98,9.29,610572.76,130604.59,564.76,333.68,11.25,41.98,121.61,177.78,39.63,0.13,-0.13,17.31,1.92,1.67,1
2,30,971.0,58.06,59.56,510.0,926.12,3.03,5703.7,5.46,12.24,0.14,60.87,12.15,10.93,5.19,6.9,21.81,9.94,597592.86,129301.12,586.84,385.08,11.59,45.57,128.56,203.58,42.89,0.07,-0.2,18.36,2.81,1.67,1
2,35,1363.0,69.99,58.72,499.71,1302.23,2.26,6000.0,7.01,34.73,0.05,67.37,8.8,12.98,6.38,5.16,18.49,8.78,672130.13,140352.46,515.71,374.32,9.55,44.66,139.4,238.79,42.64,0.0,-0.17,16.41,2.1,1.67,1
2,40,2776.0,30.6,56.26,486.94,2717.79,2.29,4563.22,2.1,58.21,0.0,82.91,12.73,15.45,7.6,3.46,18.88,8.48,693683.84,147798.58,486.15,319.58,9.57,46.38,121.09,215.89,38.47,-0.04,-0.24,15.07,2.5,1.67,1
2,45,2579.33,27.96,57.21,457.49,2523.2,2.14,5334.97,2.9,56.13,-0.04,82.25,15.69,15.8,7.5,3.14,19.55,7.85,692664.38,153042.88,511.09,307.11,9.15,42.02,115.41,190.37,34.22,-0.08,-0.3,14.66,2.58,1.67,1
2,50,1881.0,18.51,53.46,475.25,1845.55,2.67,5106.58,2.76,35.45,-0.09,77.83,15.63,14.41,6.63,2.07,19.33,7.79,701936.08,153778.33,534.93,336.85,9.16,39.67,100.56,165.65,27.54,-0.13,-0.37,11.29,2.92,1.67,6
2,55,1430.0,14.55,62.31,444.8,1404.78,2.33,5304.35,2.82,40.35,-0.11,81.04,15.47,14.73,5.98,1.57,18.89,8.17,713603.33,153635.12,602.88,381.88,8.85,37.68,81.69,134.05,22.71,-0.17,-0.49,9.98,2.08,1.67,6
2,60,887.0,9.8,61.07,447.59,869.5,2.17,5515.72,1.78,15.75,-0.11,79.65,11.19,13.25,5.16,1.15,16.91,7.89,751344.44,162267.0,565.68,344.88,7.94,38.47,54.81,114.44,19.43,-0.15,-0.55,7.25,3.0,1.67,6
2,65,496.0,34.6,59.03,423.04,491.75,2.92,4522.22,0.43,4.25,-0.11,74.48,10.51,12.61,4.62,1.04,14.46,7.07,795483.91,167066.02,507.16,328.92,7.23,35.25,38.83,83.64,17.52,-0.15,-0.59,6.67,1.67,1.67,6
2,70,508.33,36.93,0.0,0.0,508.33,0.0,3400.0,1.92,21.42,-0.19,75.32,9.38,10.87,3.95,0.65,12.71,5.99,821694.59,176150.97,436.64,257.24,6.11,32.5,29.46,51.77,12.77,-0.25,-0.62,6.4,0.0,1.67,5
2,75,644.67,173.64,0.0,0.0,644.67,0.0,3750.0,1.81,136.33,-0.28,62.06,11.62,7.75,3.2,0.39,8.55,4.18,879851.12,190394.99,263.03,169.46,4.73,27.26,16.7,32.94,11.37,-0.51,-0.65,9.17,3.33,0.0,5
1,20,1194.0,254.27,75.84,506.75,1159.22,2.04,7825.4,11.65,11.59,0.1,73.08,12.05,8.24,3.95,14.11,20.41,8.46,629234.42,148550.92,710.27,319.3,10.41,82.51,111.17,129.93,39.73,0.29,-0.21,18.08,2.98,1.67,2
1,25,1243.0,286.4,57.0,539.95,1132.46,2.62,7611.74,14.34,20.3,0.22,75.26,8.93,10.98,4.81,14.05,21.57,8.83,602558.06,142918.41,688.02,358.96,11.3,81.0,138.02,167.78,45.27,0.26,-0.2,20.65,2.81,1.67,2
1,30,1945.0,483.57,63.79,540.02,1841.58,2.37,6398.15,8.92,46.71,0.24,79.62,12.32,15.69,6.0,13.18,23.22,9.3,572331.95,135427.42,766.48,405.79,11.84,75.02,158.59,189.15,49.84,0.22,-0.2,20.87,2.84,1.67,2
1,35,1608.0,361.42,67.88,543.62,1508.21,2.24,6713.48,9.57,88.38,0.18,71.77,12.24,17.11,6.08,11.47,23.34,9.1,588458.65,139029.38,861.79,424.27,11.93,76.2,159.72,208.93,48.14,0.11,-0.23,20.93,2.99,1.67,2
1,40,1419.0,260.4,68.4,545.89,1362.59,2.24,5382.86,7.65,93.3,0.1,73.33,9.99,16.51,5.76,8.79,23.46,8.93,589476.82,142242.4,850.03,420.09,11.59,73.86,149.73,203.07,44.15,0.05,-0.28,18.74,3.04,1.67,2
1,45,1257.0,217.99,75.14,553.49,1216.74,2.41,6015.87,8.36,58.15,0.06,69.12,13.66,18.03,5.66,6.62,23.78,9.02,573175.42,133502.79,925.13,407.7,11.75,69.91,129.12,185.64,39.7,0.01,-0.35,15.49,2.99,1.67,2
1,50,1379.0,183.58,74.75,551.59,1341.43,2.37,5998.12,7.5,62.0,0.03,69.49,11.38,19.12,5.66,5.13,24.35,9.29,560520.94,130799.68,943.73,446.7,11.82,62.95,110.45,158.85,36.1,-0.01,-0.46,14.25,2.86,1.67,3
1,55,1313.0,168.05,73.17,550.62,1288.91,2.27,5320.61,9.49,66.25,0.01,64.36,13.41,19.37,5.59,3.74,24.54,9.83,564268.92,133146.16,938.28,497.54,11.88,52.73,87.35,118.02,29.39,-0.03,-0.53,11.86,3.33,1.67,3
1,60,1100.0,159.32,67.35,525.03,1081.48,2.83,5021.6,8.59,48.15,-0.03,60.86,13.79,18.56,4.93,2.24,22.22,9.37,619604.36,140794.23,877.08,481.93,10.74,46.31,54.55,81.71,23.94,-0.09,-0.6,10.74,1.67,1.67,3
1,65,867.0,141.57,70.13,513.49,860.13,2.5,5390.07,7.92,56.66,-0.06,53.99,10.74,16.95,4.62,2.11,19.06,8.53,661862.85,152717.94,741.67,430.23,9.59,43.15,46.54,70.11,20.74,-0.15,-0.62,8.7,3.33,1.67,3
1,70,513.37,82.68,0.0,0.0,513.37,0.0,2880.95,3.54,44.76,-0.1,44.93,16.27,13.56,4.04,1.81,16.16,7.49,741965.57,193645.57,603.47,339.82,9.09,40.2,37.67,58.23,18.16,-0.22,-0.64,13.61,3.33,1.67,4
1,75,675.63,229.45,0.0,0.0,674.23,0.0,2375.0,2.49,184.64,-0.24,30.4,11.78,8.34,2.98,0.63,12.08,6.17,844005.88,211923.89,375.87,252.22,6.89,31.89,26.57,32.48,12.7,-0.49,-0.66,8.83,0.0,1.67,4
2,20,1250.0,285.83,71.92,494.88,1202.63,2.13,7303.48,8.21,2.63,0.04,73.72,13.7,6.33,4.0,8.87,20.45,8.5,629024.28,144866.95,621.56,296.14,10.88,45.22,104.38,145.52,33.48,0.13,-0.15,16.68,2.37,1.67,1
2,25,1429.0,362.05,55.55,537.24,1348.39,2.37,6265.47,9.06,9.77,0.16,69.85,10.41,8.51,4.72,10.04,22.14,9.04,574846.08,133687.95,616.61,381.09,11.75,49.58,140.41,201.48,41.91,0.16,-0.09,20.46,2.57,1.67,1
2,30,1735.0,415.95,56.14,550.75,1655.98,2.25,6083.33,7.33,41.23,0.13,62.48,9.91,10.06,5.04,8.09,20.57,8.9,622450.87,146386.01,553.84,383.63,10.85,48.98,144.27,210.82,42.03,0.07,-0.17,19.97,2.81,1.67,1
2,35,1437.0,305.57,50.71,536.17,1346.05,2.39,6102.76,10.13,21.22,0.09,64.23,11.61,11.15,5.65,6.49,19.28,8.45,662429.6,145280.89,490.14,348.69,9.78,52.34,134.89,228.59,40.81,0.02,-0.23,18.61,2.67,1.67,1
2,40,1344.0,243.22,60.26,497.0,1259.72,2.76,7771.69,9.57,35.49,0.02,73.31,11.82,12.52,6.23,5.5,17.88,7.5,682958.15,159543.23,437.19,309.13,9.15,53.28,138.45,239.48,38.88,-0.02,-0.33,17.34,2.81,1.67,1
2,45,1445.0,253.21,58.62,523.3,1349.68,2.61,7013.57,9.75,43.33,-0.02,76.64,14.67,13.22,6.11,4.13,19.53,7.67,656957.72,151370.2,482.57,324.02,9.66,49.88,122.39,218.38,32.08,-0.08,-0.37,15.31,2.52,1.67,1
2,50,1463.0,189.82,55.61,503.86,1390.89,2.31,6755.14,8.58,47.44,-0.07,77.37,16.98,14.55,6.0,2.58,19.32,7.98,669060.46,155986.75,463.45,351.13,9.45,43.99,96.77,170.25,25.95,-0.14,-0.45,11.8,2.44,1.67,6
2,55,1583.0,214.96,53.39,499.52,1547.98,1.89,5984.13,6.49,39.69,-0.06,78.58,15.22,14.84,5.35,1.49,18.9,8.17,695735.96,162895.63,438.86,379.03,8.87,41.88,74.75,129.53,21.54,-0.14,-0.52,9.43,2.78,1.67,6
2,60,1209.0,171.02,59.38,492.7,1202.06,3.33,4839.74,5.74,38.16,-0.06,81.08,14.44,13.76,4.72,1.52,17.17,7.76,715521.5,166691.5,436.96,388.56,8.17,43.94,54.18,94.52,17.91,-0.14,-0.6,10.02,3.33,1.67,6
2,65,920.0,168.03,59.89,456.96,915.2,2.22,3819.44,3.13,48.0,-0.1,76.27,13.12,13.07,4.23,0.98,16.22,7.21,765948.28,190695.4,420.78,311.99,7.81,39.46,37.31,70.39,15.95,-0.2,-0.64,9.49,5.0,1.67,6
2,70,594.46,101.7,0.0,0.0,586.42,2.5,8921.57,3.38,65.6,-0.19,64.76,8.07,10.6,3.55,0.65,13.1,6.03,816178.84,205928.27,341.49,272.36,6.73,34.28,29.58,39.21,9.62,-0.35,-0.64,13.17,0.0,1.67,5
2,75,776.54,321.37,0.0,0.0,773.87,2.5,4222.22,2.59,271.79,-0.29,60.37,8.92,8.15,2.9,0.42,9.96,4.95,914097.76,232952.82,273.87,201.48,5.21,31.44,22.36,32.32,10.99,-0.59,-0.65,15.0,0.0,1.67,5
1,20,1252.0,170.21,63.15,477.02,1215.85,2.27,6281.48,6.04,9.86,0.09,73.07,10.6,7.54,3.4,12.68,21.29,8.17,589343.39,145808.4,747.43,287.67,10.25,85.19,101.08,127.52,42.65,0.26,-0.19,15.13,2.97,1.67,2
1,25,1148.0,183.52,55.0,516.62,1083.63,2.44,6617.72,6.73,17.17,0.21,74.87,11.19,11.53,4.64,14.07,22.01,9.53,544539.22,131632.45,713.45,384.22,11.2,77.89,139.42,159.95,45.88,0.27,-0.16,19.1,3.01,1.67,2
1,30,1546.0,246.8,57.38,561.09,1474.61,2.63,5512.59,6.65,40.16,0.26,71.77,10.85,15.92,5.89,11.84,25.73,10.68,478735.62,114407.58,892.01,493.02,12.73,75.52,167.97,197.03,51.71,0.21,-0.13,20.45,2.96,1.67,2
1,35,1752.0,244.67,55.5,548.67,1693.68,2.5,4919.81,4.53,65.32,0.2,68.54,10.66,17.3,6.05,10.1,25.85,9.87,492450.43,119939.37,957.45,452.95,12.45,72.31,169.58,216.36,51.19,0.14,-0.16,18.05,2.99,1.67,2
1,40,2104.0,96.14,60.23,554.76,2050.28,2.75,4779.34,3.51,87.29,0.15,70.07,9.63,18.91,6.11,8.76,26.61,10.33,499423.33,120002.01,1024.89,487.41,12.75,75.93,165.98,226.43,51.73,0.1,-0.22,16.47,2.87,1.67,2
1,45,1843.0,78.67,58.74,551.67,1822.97,1.83,4419.3,3.8,100.16,0.08,77.72,11.45,20.43,6.58,6.54,26.82,9.55,503119.31,128209.46,1040.02,481.61,12.13,69.54,151.12,196.62,45.74,0.03,-0.27,12.79,2.95,1.67,2
1,50,1523.0,68.58,60.51,544.67,1498.16,2.5,4589.11,3.87,57.44,0.08,72.17,10.56,20.65,6.34,5.35,27.57,10.2,497596.52,128942.46,1168.94,519.88,12.39,62.95,139.32,179.61,42.45,0.01,-0.36,12.61,2.96,1.67,3
1,55,1408.0,67.81,63.72,528.03,1388.84,2.0,5160.09,4.49,38.31,0.05,69.08,10.93,21.29,6.06,3.3,27.04,10.26,509110.53,124459.41,1070.77,516.42,11.98,54.4,101.61,130.86,35.1,-0.04,-0.45,10.5,2.5,1.67,3
1,60,932.0,45.74,62.35,519.33,928.02,1.67,3877.55,3.99,35.85,0.01,65.17,11.49,20.29,5.45,2.16,24.27,10.23,535891.98,126838.06,1012.57,540.9,11.04,48.52,71.25,96.15,27.27,-0.08,-0.58,8.58,2.33,1.67,3
1,65,623.0,51.99,66.99,499.3,616.05,2.5,4603.45,3.72,22.0,-0.06,54.36,10.41,17.9,4.94,1.9,21.7,9.5,582224.72,139532.71,855.4,469.01,9.71,42.44,53.78,73.26,22.55,-0.12,-0.62,10.12,3.57,1.67,3
1,70,395.44,34.0,0.0,0.0,392.11,1.67,5122.22,1.69,22.22,-0.09,43.84,11.67,14.31,4.1,1.47,17.54,7.67,650090.02,162077.53,671.88,364.39,8.46,39.17,39.05,62.4,20.29,-0.14,-0.63,11.2,2.33,1.67,4
1,75,396.56,78.66,0.0,0.0,394.33,0.0,2703.7,1.97,87.75,-0.23,27.94,13.33,7.95,2.98,1.02,12.6,6.07,766232.47,194387.61,393.56,232.65,6.36,33.43,27.9,36.88,13.32,-0.45,-0.64,19.72,4.17,1.67,4
2,20,1184.0,182.26,60.53,489.46,1173.2,2.67,5882.72,5.29,4.32,0.01,66.8,12.92,5.55,3.61,7.92,21.73,8.6,589355.09,142259.6,726.89,300.58,10.89,41.05,101.43,138.45,33.48,0.14,-0.15,14.35,2.73,1.67,1
2,25,1276.0,235.52,52.64,549.22,1230.78,2.46,5993.33,6.47,5.9,0.14,62.95,9.8,8.86,4.67,9.1,22.98,9.42,512937.35,120403.51,664.98,418.45,11.29,43.69,139.66,195.9,41.67,0.15,-0.11,18.75,2.51,1.67,1
2,30,1709.0,256.03,52.7,536.81,1652.03,2.43,5177.51,6.67,7.12,0.14,55.93,9.55,10.31,5.31,7.43,22.65,9.8,541138.15,123203.53,672.68,446.33,11.05,45.2,148.42,218.67,43.43,0.1,-0.14,18.18,2.48,1.67,1
2,35,1956.0,253.32,52.15,515.04,1888.81,2.41,5796.65,4.71,42.31,0.06,61.9,10.01,12.19,6.01,5.61,19.92,8.88,616646.36,138128.47,560.05,394.06,9.53,43.89,141.47,235.52,41.21,0.02,-0.2,16.93,2.67,1.67,1
2,40,2149.0,94.42,44.93,490.35,2073.08,2.19,5706.35,3.73,42.18,0.0,71.14,10.59,13.34,6.44,4.19,19.23,8.88,653047.16,151890.15,485.79,369.68,8.59,47.81,132.16,233.45,38.86,-0.03,-0.25,15.32,2.71,1.67,1
2,45,1813.0,76.19,45.85,469.7,1767.01,2.18,5628.42,4.68,22.99,-0.04,75.32,14.68,14.13,6.63,3.13,19.22,8.02,661127.1,161793.82,504.55,343.58,8.17,47.29,120.89,212.59,33.76,-0.09,-0.3,13.72,3.01,1.67,1
2,50,1631.0,76.99,50.61,465.42,1593.15,2.17,5693.69,3.73,34.56,-0.08,71.16,15.54,13.59,5.86,2.11,19.53,8.37,652695.84,162335.7,532.28,361.26,8.23,41.94,104.97,173.49,27.22,-0.14,-0.4,11.11,3.0,1.67,6
2,55,1402.0,68.85,52.76,479.09,1383.6,2.17,5011.3,3.28,20.24,-0.09,77.11,13.47,14.04,5.15,1.5,18.25,8.17,659546.78,157989.01,529.97,390.74,7.88,41.12,85.44,139.43,21.66,-0.14,-0.5,10.45,2.26,1.67,6
2,60,943.0,49.53,57.22,481.94,928.96,2.42,5299.24,4.06,20.42,-0.08,80.54,14.34,14.66,4.71,1.26,18.05,8.31,654447.68,157219.61,538.31,395.38,7.56,40.0,60.17,112.92,19.54,-0.14,-0.58,8.24,2.5,1.67,6
2,65,655.0,70.46,56.07,460.04,646.68,2.14,6258.06,2.54,24.96,-0.13,77.73,13.94,12.17,4.11,0.93,15.29,7.21,711688.08,170894.91,454.01,351.0,6.7,37.49,43.3,78.29,15.68,-0.19,-0.62,8.41,1.67,1.67,6
2,70,488.65,53.11,0.0,0.0,487.39,0.0,3958.33,1.03,28.89,-0.16,70.14,10.0,10.31,3.16,0.7,13.4,6.46,759673.73,192922.68,391.79,261.08,5.89,36.01,28.38,51.07,13.02,-0.25,-0.63,5.76,1.67,1.67,5
2,75,580.35,145.79,0.0,0.0,579.09,0.0,5288.89,2.6,152.0,-0.26,61.19,13.04,7.48,2.57,0.35,9.47,5.03,843921.21,220869.65,263.65,181.27,4.41,29.13,20.69,31.61,10.09,-0.57,-0.65,8.08,0.0,1.67,5
1,20,638.0,226.58,65.84,535.94,618.24,2.38,6974.36,6.64,2.82,0.04,71.56,8.51,8.55,3.75,12.68,18.91,8.17,667955.11,154023.27,692.9,328.42,9.32,73.87,106.6,121.14,40.78,0.24,-0.14,16.15,3.24,1.67,2
1,25,931.0,368.43,58.32,546.35,870.57,2.37,7133.84,7.52,20.77,0.21,82.32,8.82,12.56,4.88,13.02,21.76,9.06,595797.95,142707.53,761.0,437.11,10.36,78.46,148.17,165.83,48.25,0.24,-0.18,20.76,3.04,1.67,2
1,30,1336.0,560.87,60.97,544.07,1258.6,2.38,6363.5,9.1,29.48,0.25,73.94,10.55,16.59,6.2,12.29,24.47,9.94,562355.12,134391.68,874.26,485.52,11.63,74.46,168.78,200.96,51.95,0.2,-0.17,21.14,2.75,1.67,2
